,tick,liquidity_net,liquidity_gross,liquidity_shape,liquidity,price,virtual_ratio,virtual_ratio_upper,ratio,ratio_upper,token0_underlying_virtual,token1_underlying_virtual,token0_underlying,token1_underlying
0,-92100,5651128341512597,5651128341512597,5651128341512597,511866025636436528114,0.0001000801162037481681635615927,0.0001000801162037481681635615927,0.0001006823717486547676557039792,0.0001000801162037481681635615927,0.0001006823717486547676557039792,0,15384426745816431.34289238830,0,0.0153844267458164313428923883
1,-92040,0,0,5651128341512597,511866025636436528114,0.0001006823717486547676557039792,0.0001006823717486547676557039792,0.0001012882515073925373490114865,0.0001006823717486547676557039792,0.0001012882515073925373490114865,0,15430647010813180.48077822984,0,0.01543064701081318048077822984
2,-91980,0,0,5651128341512597,511866025636436528114,0.0001012882515073925373490114865,0.0001012882515073925373490114865,0.0001018977772895172466011759220,0.0001012882515073925373490114865,0.0001018977772895172466011759220,0,15477006137850853.61035360911,0,0.01547700613785085361035360911
3,-91920,0,0,5651128341512597,511866025636436528114,0.0001018977772895172466011759220,0.0001018977772895172466011759220,0.0001025109710358287759108537994,0.0001018977772895172466011759220,0.0001025109710358287759108537994,0,15523504544120187.54224849572,0,0.01552350454412018754224849572
4,-91860,0,0,5651128341512597,511866025636436528114,0.0001025109710358287759108537994,0.0001025109710358287759108537994,0.0001031278548191609091028599023,0.0001025109710358287759108537994,0.0001031278548191609091028599023,0,15570142648065307.77216818930,0,0.0155701426480653077721681893
5,-91800,0,0,5651128341512597,511866025636436528114,0.0001031278548191609091028599023,0.0001031278548191609091028599023,0.0001037484508451758782728589309,0.0001031278548191609091028599023,0.0001037484508451758782728589309,0,15616920869387494.10428148542,0,0.01561692086938749410428148542
6,-91740,0,0,5651128341512597,511866025636436528114,0.0001037484508451758782728589309,0.0001037484508451758782728589309,0.0001043727814531636900923989373,0.0001037484508451758782728589309,0.0001043727814531636900923989373,0,15663839629048957.58787484206,0,0.01566383962904895758787484206
7,-91680,0,0,5651128341512597,511866025636436528114,0.0001043727814531636900923989373,0.0001043727814531636900923989373,0.0001050008691168462622472425268,0.0001043727814531636900923989373,0.0001050008691168462622472425268,0,15710899349276628.80126143854,0,0.01571089934927662880126143854
8,-91620,0,0,5651128341512597,511866025636436528114,0.0001050008691168462622472425268,0.0001050008691168462622472425268,0.0001056327364451863989550998115,0.0001050008691168462622472425268,0.0001056327364451863989550998115,0,15758100453565957.51703647927,0,0.01575810045356595751703647927
9,-91560,0,0,5651128341512597,511866025636436528114,0.0001056327364451863989550998115,0.0001056327364451863989550998115,0.0001062684061832016346830570596,0.0001056327364451863989550998115,0.0001062684061832016346830570596,0,15805443366684723.78287217590,0,0.0158054433666847237828721759
10,-91500,0,0,5651128341512597,511866025636436528114,0.0001062684061832016346830570596,0.0001062684061832016346830570596,0.0001069079012127829753602331776,0.0001062684061832016346830570596,0.0001069079012127829753602331776,0,15852928514676860.45214884944,0,0.01585292851467686045214884944
11,-91440,0,0,5651128341512597,511866025636436528114,0.0001069079012127829753602331776,0.0001069079012127829753602331776,0.0001075512445535185665574888899,0.0001069079012127829753602331776,0.0001075512445535185665574888899,0,15900556324866287.19882139724,0,0.01590055632486628719882139724
12,-91380,0,0,5651128341512597,511866025636436528114,0.0001075512445535185665574888899,0.0001075512445535185665574888899,0.0001081984593635223182833670878,0.0001075512445535185665574888899,0.0001081984593635223182833670878,0,15948327225860756.05102398641,0,0.01594832722586075605102398641
13,-91320,0,0,5651128341512597,511866025636436528114,0.0001081984593635223182833670878,0.0001081984593635223182833670878,0.0001088495689402675162238637032,0.0001081984593635223182833670878,0.0001088495689402675162238637032,0,15996241647555708.47801918662,0,0.01599624164755570847801918662
